WBGene00220294	15.8
WBGene00225960	15.1
WBGene00233414	14.3
WBGene00233982	14.2
WBGene00223985	14.2
WBGene00220288	14.1
WBGene00226511	13.9
WBGene00224994	13.9
WBGene00224833	13.9
WBGene00221010	13.9
WBGene00223778	13.8
WBGene00268386	13.6
WBGene00234268	13.6
WBGene00224522	13.6
WBGene00221312	13.6
WBGene00269072	13.5
WBGene00268740	13.5
WBGene00233961	13.5
WBGene00225894	13.5
WBGene00234202	13.4
WBGene00227404	13.4
WBGene00223932	13.4
WBGene00223071	13.4
WBGene00222976	13.3
WBGene00222560	13.2
WBGene00221961	13.2
WBGene00268528	13.1
WBGene00226543	13.1
WBGene00226351	13.1
WBGene00222031	13.1
WBGene00234345	13.0
WBGene00234141	13.0
WBGene00225823	13.0
WBGene00231118	12.9
WBGene00230094	12.9
WBGene00227756	12.9
WBGene00227265	12.9
WBGene00225233	12.9
WBGene00234017	12.8
WBGene00233181	12.8
WBGene00230931	12.8
WBGene00227980	12.8
WBGene00225658	12.8
WBGene00224156	12.8
WBGene00223474	12.8
WBGene00221211	12.8
WBGene00269016	12.7
WBGene00234319	12.7
WBGene00231049	12.7
WBGene00227237	12.7
WBGene00226158	12.7
WBGene00225838	12.7
WBGene00225792	12.7
WBGene00224533	12.7
WBGene00223188	12.7
WBGene00222977	12.7
WBGene00222676	12.7
WBGene00221804	12.7
WBGene00234185	12.6
WBGene00234143	12.6
WBGene00234032	12.6
WBGene00234018	12.6
WBGene00233993	12.6
WBGene00233096	12.6
WBGene00231471	12.6
WBGene00229293	12.6
WBGene00228433	12.6
WBGene00227155	12.6
WBGene00226306	12.6
WBGene00225335	12.6
WBGene00224636	12.6
WBGene00224431	12.6
WBGene00224383	12.6
WBGene00224079	12.6
WBGene00223471	12.6
WBGene00223113	12.6
WBGene00221009	12.6
WBGene00227251	12.5
WBGene00226030	12.5
WBGene00225866	12.5
WBGene00224768	12.5
WBGene00223024	12.5
WBGene00269154	12.4
WBGene00234060	12.4
WBGene00233190	12.4
WBGene00233012	12.4
WBGene00232369	12.4
WBGene00229737	12.4
WBGene00228927	12.4
WBGene00227916	12.4
WBGene00227230	12.4
WBGene00226162	12.4
WBGene00224831	12.4
WBGene00223837	12.4
WBGene00222688	12.4
WBGene00222416	12.4
WBGene00234152	12.3
WBGene00233916	12.3
WBGene00233208	12.3
WBGene00232295	12.3
WBGene00232244	12.3
WBGene00230141	12.3
WBGene00228612	12.3
WBGene00227873	12.3
WBGene00227582	12.3
WBGene00227556	12.3
WBGene00227545	12.3
WBGene00227419	12.3
WBGene00227299	12.3
WBGene00225767	12.3
WBGene00225265	12.3
WBGene00224719	12.3
WBGene00223926	12.3
WBGene00222983	12.3
WBGene00222982	12.3
WBGene00222697	12.3
WBGene00222232	12.3
WBGene00222214	12.3
WBGene00220407	12.3
WBGene00220360	12.3
WBGene00268762	12.2
WBGene00268651	12.2
WBGene00235052	12.2
WBGene00234086	12.2
WBGene00233920	12.2
WBGene00232721	12.2
WBGene00228957	12.2
WBGene00227543	12.2
WBGene00227525	12.2
WBGene00226253	12.2
WBGene00226002	12.2
WBGene00225856	12.2
WBGene00225488	12.2
WBGene00223669	12.2
WBGene00222771	12.2
WBGene00222654	12.2
WBGene00222446	12.2
WBGene00221170	12.2
WBGene00234058	12.1
WBGene00234056	12.1
WBGene00233214	12.1
WBGene00233182	12.1
WBGene00233091	12.1
WBGene00231627	12.1
WBGene00231447	12.1
WBGene00231220	12.1
WBGene00229764	12.1
WBGene00229622	12.1
WBGene00227670	12.1
WBGene00226370	12.1
WBGene00226285	12.1
WBGene00225260	12.1
WBGene00225223	12.1
WBGene00224185	12.1
WBGene00224120	12.1
WBGene00223765	12.1
WBGene00223577	12.1
WBGene00223457	12.1
WBGene00222517	12.1
WBGene00222074	12.1
WBGene00222009	12.1
WBGene00221371	12.1
WBGene00220761	12.1
WBGene00268385	12.0
WBGene00268384	12.0
WBGene00234194	12.0
WBGene00231575	12.0
WBGene00230681	12.0
WBGene00230412	12.0
WBGene00230343	12.0
WBGene00230054	12.0
WBGene00229556	12.0
WBGene00228757	12.0
WBGene00227762	12.0
WBGene00227314	12.0
WBGene00226481	12.0
WBGene00226437	12.0
WBGene00226303	12.0
WBGene00225939	12.0
WBGene00225929	12.0
WBGene00225567	12.0
WBGene00224615	12.0
WBGene00223950	12.0
WBGene00223773	12.0
WBGene00220990	12.0
WBGene00234332	11.9
WBGene00233059	11.9
WBGene00232647	11.9
WBGene00231208	11.9
WBGene00230947	11.9
WBGene00230497	11.9
WBGene00230268	11.9
WBGene00229526	11.9
WBGene00229485	11.9
WBGene00228395	11.9
WBGene00227611	11.9
WBGene00227402	11.9
WBGene00227390	11.9
WBGene00226941	11.9
WBGene00226925	11.9
WBGene00226231	11.9
WBGene00225216	11.9
WBGene00225192	11.9
WBGene00224906	11.9
WBGene00224629	11.9
WBGene00224353	11.9
WBGene00224256	11.9
WBGene00224081	11.9
WBGene00223791	11.9
WBGene00223723	11.9
WBGene00222754	11.9
WBGene00222450	11.9
WBGene00222436	11.9
WBGene00268525	11.8
WBGene00233124	11.8
WBGene00232565	11.8
WBGene00232229	11.8
WBGene00230101	11.8
WBGene00229905	11.8
WBGene00227895	11.8
WBGene00227887	11.8
WBGene00227397	11.8
WBGene00226345	11.8
WBGene00225984	11.8
WBGene00225968	11.8
WBGene00225606	11.8
WBGene00225475	11.8
WBGene00225396	11.8
WBGene00225229	11.8
WBGene00224879	11.8
WBGene00224807	11.8
WBGene00224779	11.8
WBGene00224494	11.8
