BXY_0005000	14.6
BXY_0393600	14.1
BXY_0695200	14.0
BXY_0975900	13.8
BXY_1577700	13.6
BXY_0580100	13.6
BXY_0569100	13.6
BXY_0391100	13.6
BXY_0186100	13.5
BXY_0957900	13.3
BXY_0919100	13.2
BXY_0862200	13.2
BXY_0717800	13.2
BXY_0336700	13.2
BXY_0701300	13.1
BXY_1605800	13.0
BXY_1565700	13.0
BXY_0557200	13.0
BXY_0447000	13.0
BXY_0047200	13.0
BXY_1088300	12.9
BXY_1054200	12.8
BXY_0642200	12.8
BXY_1690900	12.7
BXY_1353600	12.7
BXY_1041300	12.7
BXY_0267600	12.7
BXY_1524200	12.6
BXY_1421400	12.6
BXY_1107400	12.6
BXY_0937200	12.6
BXY_1016900	12.5
BXY_0060200	12.5
BXY_0915000	12.4
BXY_0805500	12.4
BXY_0790900	12.4
BXY_0673600	12.4
BXY_0584900	12.4
BXY_0501700	12.4
BXY_1045400	12.3
BXY_1363900	12.2
BXY_1038100	12.2
BXY_0554700	12.2
BXY_0228600	12.2
BXY_1401100	12.1
BXY_1381400	12.1
BXY_0901400	12.1
BXY_0851400	12.1
BXY_0309600	12.1
BXY_0058800	12.1
BXY_1682800	12.0
BXY_1570700	12.0
BXY_1207500	12.0
BXY_0937700	12.0
BXY_0828900	12.0
BXY_0816600	12.0
BXY_0263900	12.0
BXY_0851800	11.9
BXY_0816900	11.9
BXY_0694500	11.9
BXY_0692300	11.9
BXY_0648600	11.9
BXY_0591800	11.9
BXY_0552300	11.9
BXY_0236000	11.9
BXY_0083400	11.9
BXY_0074400	11.9
BXY_1748700	11.8
BXY_1526800	11.8
BXY_1463100	11.8
BXY_1378000	11.8
BXY_1182600	11.8
BXY_0886500	11.8
BXY_0859500	11.8
BXY_0706800	11.8
BXY_0706700	11.8
BXY_0669900	11.8
BXY_0601900	11.8
BXY_0162000	11.8
BXY_0122100	11.8
BXY_1763300	11.7
BXY_1400000	11.7
BXY_1288500	11.7
BXY_1244200	11.7
BXY_0947700	11.7
BXY_0914300	11.7
BXY_0546000	11.7
BXY_0372200	11.7
BXY_0296500	11.7
BXY_0257300	11.7
BXY_0037200	11.7
BXY_1574200	11.6
BXY_1432200	11.6
BXY_0606200	11.6
BXY_0419700	11.6
BXY_0133600	11.6
BXY_0133500	11.6
BXY_0065700	11.6
BXY_0036300	11.6
BXY_1766200	11.5
BXY_1746700	11.5
BXY_1269800	11.5
BXY_0912300	11.5
BXY_0893500	11.5
BXY_0719400	11.5
BXY_0654600	11.5
BXY_0534800	11.5
BXY_0421300	11.5
BXY_0275500	11.5
BXY_0257400	11.5
BXY_0097300	11.5
BXY_1765200	11.4
BXY_1755300	11.4
BXY_1729100	11.4
BXY_1726700	11.4
BXY_1625900	11.4
BXY_1519400	11.4
BXY_1090900	11.4
BXY_1078700	11.4
BXY_0924300	11.4
BXY_0823100	11.4
BXY_0776900	11.4
BXY_0686300	11.4
BXY_0592700	11.4
BXY_0578700	11.4
BXY_0511400	11.4
BXY_0359000	11.4
BXY_0219400	11.4
BXY_0037300	11.4
BXY_1653100	11.3
BXY_1412600	11.3
BXY_1243500	11.3
BXY_1178500	11.3
BXY_1033500	11.3
BXY_0687300	11.3
BXY_0639900	11.3
BXY_0533000	11.3
BXY_0531000	11.3
BXY_0265600	11.3
BXY_0174200	11.3
BXY_0101200	11.3
BXY_0084900	11.3
BXY_1721500	11.2
BXY_1674600	11.2
BXY_1614100	11.2
BXY_1536500	11.2
BXY_1157300	11.2
BXY_1015900	11.2
BXY_0962500	11.2
BXY_0817600	11.2
BXY_0669100	11.2
BXY_0534200	11.2
BXY_0482400	11.2
BXY_0479900	11.2
BXY_0116300	11.2
BXY_0089700	11.2
BXY_0012100	11.2
BXY_0008200	11.2
BXY_1673700	11.1
BXY_1510100	11.1
BXY_1432400	11.1
BXY_0819500	11.1
BXY_0719000	11.1
BXY_0649500	11.1
BXY_0561400	11.1
BXY_0534000	11.1
BXY_0529800	11.1
BXY_0376500	11.1
BXY_0374800	11.1
BXY_0286000	11.1
BXY_0148300	11.1
BXY_0107400	11.1
BXY_0061100	11.1
BXY_1752900	11.0
BXY_1732600	11.0
BXY_1617700	11.0
BXY_1259500	11.0
BXY_1206300	11.0
BXY_0932300	11.0
BXY_0891900	11.0
BXY_0865700	11.0
BXY_0743200	11.0
BXY_0461000	11.0
BXY_0434800	11.0
BXY_0390100	11.0
BXY_0317300	11.0
BXY_0310300	11.0
BXY_0242600	11.0
BXY_0205100	11.0
BXY_0105300	11.0
BXY_0101100	11.0
BXY_1718400	10.9
BXY_1665400	10.9
BXY_1618500	10.9
BXY_1210300	10.9
BXY_1209600	10.9
BXY_1192500	10.9
BXY_1052500	10.9
BXY_1046000	10.9
BXY_1044000	10.9
BXY_1031300	10.9
BXY_0844500	10.9
BXY_0829500	10.9
BXY_0675500	10.9
BXY_0624600	10.9
BXY_0563000	10.9
BXY_0440000	10.9
BXY_0415100	10.9
BXY_0276300	10.9
BXY_0262300	10.9
BXY_0104700	10.9
BXY_0007300	10.9
BXY_1390800	10.8
BXY_1343300	10.8
BXY_1288100	10.8
BXY_1176800	10.8
BXY_1127000	10.8
BXY_1047800	10.8
BXY_1032400	10.8
BXY_0997800	10.8
