L596_g7286	16.1
L596_g816	15.4
L596_g213	15.4
L596_g25232	15.3
L596_g1153	15.1
L596_g376	15.0
L596_g703	14.9
L596_g3159	14.8
L596_g24126	14.6
L596_g21532	14.6
L596_g3200	14.5
L596_g3957	14.4
L596_g26730	14.4
L596_g2035	14.3
L596_g15279	14.3
L596_g4744	14.2
L596_g2649	14.2
L596_g21074	14.2
L596_g5608	14.1
L596_g24148	14.1
L596_g210	14.1
L596_g9341	14.0
L596_g22641	14.0
L596_g776	13.9
L596_g664	13.9
L596_g3444	13.8
L596_g11133	13.8
L596_g11114	13.8
L596_g6055	13.7
L596_g23239	13.7
L596_g21569	13.7
L596_g1368	13.7
L596_g11160	13.7
L596_g9199	13.6
L596_g7381	13.6
L596_g22134	13.6
L596_g1362	13.6
L596_g8530	13.5
L596_g8059	13.5
L596_g2307	13.5
L596_g11107	13.5
L596_g10796	13.5
L596_g10415	13.5
L596_g8596	13.4
L596_g24836	13.4
L596_g1999	13.4
L596_g18732	13.4
L596_g15469	13.4
L596_g8189	13.3
L596_g7781	13.3
L596_g26626	13.3
L596_g14291	13.3
L596_g12153	13.3
L596_g11823	13.3
L596_g7251	13.2
L596_g5463	13.2
L596_g2431	13.2
L596_g15397	13.2
L596_g1496	13.2
L596_g12504	13.2
L596_g10829	13.2
L596_g5588	13.1
L596_g3614	13.1
L596_g3463	13.1
L596_g24922	13.1
L596_g23939	13.1
L596_g23450	13.1
L596_g20201	13.1
L596_g19966	13.1
L596_g18863	13.1
L596_g17766	13.1
L596_g17532	13.1
L596_g13141	13.1
L596_g9621	13.0
L596_g940	13.0
L596_g9067	13.0
L596_g8909	13.0
L596_g7827	13.0
L596_g7081	13.0
L596_g5534	13.0
L596_g3484	13.0
L596_g2904	13.0
L596_g28239	13.0
L596_g28037	13.0
L596_g23962	13.0
L596_g22440	13.0
L596_g20698	13.0
L596_g19800	13.0
L596_g15741	13.0
L596_g15243	13.0
L596_g13048	13.0
L596_g13015	13.0
L596_g12762	13.0
L596_g12717	13.0
L596_g10824	13.0
L596_g10759	13.0
L596_g10688	13.0
L596_g952	12.9
L596_g8563	12.9
L596_g8238	12.9
L596_g4753	12.9
L596_g3146	12.9
L596_g26821	12.9
L596_g25734	12.9
L596_g25495	12.9
L596_g23715	12.9
L596_g23364	12.9
L596_g22602	12.9
L596_g19681	12.9
L596_g19504	12.9
L596_g14960	12.9
L596_g14613	12.9
L596_g13299	12.9
L596_g12517	12.9
L596_g11768	12.9
L596_g1172	12.9
L596_g9947	12.8
L596_g9873	12.8
L596_g9306	12.8
L596_g9068	12.8
L596_g3686	12.8
L596_g3008	12.8
L596_g21539	12.8
L596_g21519	12.8
L596_g20482	12.8
